0x00409930    2 92           entry0
0x0040bba4    5 100          method.std::_Rb_tree_AIMode__std::pair_AIMode_const__HS_AI_RESULT_TYPE___std::_Select1st_std::pair_AIMode_const__HS_AI_RESULT_TYPE_____std::less_AIMode___std::allocator_std::pair_AIMode_const__HS_AI_RESULT_TYPE_____._M_erase_std::_Rb_tree_node_std::pair_
0x00439150   31 732          method.wsKlipper.parseSensorPressData_Json::Value_const_
0x0046fc70    1 16           fcn.0046fc70
0x0046fb60    1 16           fcn.0046fb60
0x004705b0    1 16           fcn.004705b0
0x004702f0    1 16           fcn.004702f0
0x0046f8d0    1 16           fcn.0046f8d0
0x004704c0    1 16           fcn.004704c0
0x0046f6f0    1 16           fcn.0046f6f0
0x0046f720    1 16           fcn.0046f720
0x00470160    1 16           fcn.00470160
0x0044ba58   16 388          sym.MergeRGBPlane
0x0040b248    7 104          method.SubState.SubState__
0x0045ad7c    1 36           sym.CopyRow_16_C
0x0044a3cc   16 352          sym.I444Copy
0x00451cc0    3 64           sym.AR64ToAB64Row_C
0x00449ef0   10 284          sym.Convert16To8Plane
0x0042b9fc    4 200          method.std::__cxx11::regex_iterator_char_const__char__std::__cxx11::regex_traits_char___.regex_iterator_char_const__char_const__std::__cxx11::basic_regex_char__std::__cxx11::regex_traits_char____const__std::regex_constants::match_flag_type_
0x0042159c    1 172          sym.parsePos_XMin_GCodePos__std::bitset_4u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x004213ec    4 136          sym.parseEM_NozzleTargetTemp_FlowEmParameters__std::bitset_3u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x0040eab4    6 196          method.hs_ai_get_video.getNozzleImage_bool_
0x004702e0    1 16           fcn.004702e0
0x0044a12c    9 312          sym.Convert8To8Plane
0x00455aa8    4 316          sym.I410AlphaToARGBRow_C
0x0044e178    9 448          sym.RGBColorMatrix
0x00450528    5 84           sym.ByteToFloat
0x00459b7c    7 312          sym.I400ToARGBRow_C
0x0040b2b0   19 372          method.std::deque_Json::Value__std::allocator_Json::Value___.deque__
0x0041e024   30 632          method.hs_ai_get_video.setResultType_HS_AI_RESULT_TYPE_
0x00433f24   15 316          method.void_std::__adjust_heap___gnu_cxx::__normal_iterator_char__std::vector_char__std::allocator_char_______int__char____gnu_cxx::__ops._Iter_less_iter____gnu_cxx::__normal_iterator_char__std::vector_char__std::allocator_char_______int__int__char____
0x00438ab4   53 1224         method.wsKlipper.updateCurrentSubState_Json::Value_const_
0x004515d8    3 64           sym.RGBAToARGBRow_C
0x00455f5c    7 952          sym.I210ToAR30Row_C
0x004247dc  173 3884 -> 3640 method.GCodeParam.getFlowEmParam_FlowEmParameters_
0x00411f60    1 84           method.std::deque_cv::Mat__std::allocator_cv::Mat___._M_pop_front_aux__
0x00414140    1 16           method.ai_engine_app.isContinueDet__
0x0042078c    4 240          sym.catch_sig_int_
0x00425718    5 48           method.std::_Function_base::_Base_manager_std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___false__false__false___._M_manager_std::_Any_data__std::_Any_data_const__std::_Manager_operation_
0x0042179c    1 172          sym.parsePos_XMax_GCodePos__std::bitset_4u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x0043334c   45 964          method.std::__detail::_BracketMatcher_std::__cxx11::regex_traits_char___true__true_._M_make_range_char__char_
0x00456c60    7 880          sym.P210ToAR30Row_C
0x0043ca68    1 16           method.std::thread::_State_impl_std::thread::_Invoker_std.tuple_void__wsKlipper::_____wsKlipper_____::_State_impl__
0x0041d368   14 948          method.ai_engine_app.parserBedSize_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x0042e14c    8 288          method.std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____std::__cxx11::regex_traits_char_.transform_primary_char_const__char_const__char_const__const
0x004240dc   69 1616         method.GCodeParam.getGcodePos_GCodePos_
0x00412ccc   13 308          method.ai_engine_app.popenCmd_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____
0x004701c0    1 16           fcn.004701c0
0x0046f830    1 16           fcn.0046f830
0x00470680    1 16           fcn.00470680
0x004707d0    1 16           fcn.004707d0
0x00451ffc    4 80           sym.BGRAToYRow_C
0x004281c8   19 428          method.std::__detail::_Scanner_char_._M_eat_escape_posix__
0x004555c0    4 292          sym.I410ToARGBRow_C
0x0043d1d0   24 588          method.ObbrecLidar.buildFrameCmd1_unsigned_char__std::vector_unsigned_char__std::allocator_unsigned_char____const_
0x0040c930   63 1652         method.ai_engine_app.getInstance__
0x00427f48   29 640          method.std::__detail::_Scanner_char_._M_eat_escape_awk__
0x0044efb0    1 32           sym.ARGBInterpolate
0x004524bc    4 80           sym.RGBAToYRow_C
0x0040c644   15 248          method.std::_Rb_tree_AIDetectState__std::pair_AIDetectState_const__bool___std::_Select1st_std::pair_AIDetectState_const__bool_____std::less_AIDetectState___std::allocator_std::pair_AIDetectState_const__bool_____._M_get_insert_unique_pos_AIDetectState_con
0x00425bb8    1 8            method.std::_Sp_counted_ptr_inplace_std::__detail::_NFA_std::__cxx11::regex_traits_char_____std::allocator_std::__detail::_NFA_std::__cxx11.regex_traits_char__________gnu_cxx::_Lock_policy_2_::_Sp_counted_ptr_inplace__
0x004231f8  173 3812 -> 3568 method.GCodeParam.getFlowPaParam_FlowParameters_
0x004530b4    4 80           sym.RGBAToYJRow_C
0x0043f9dc   15 248          method.std::_Rb_tree_unsigned_char__std::pair_unsigned_char_const__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_______std::_Select1st_std::pair_unsigned_char_const__std::__cxx11::basic_string_char__std::char_traits_char___
0x0040e090   15 624          method.hs_ai_get_video.report_status_HS_AI_STAGE_TYPE__HS_AI_STATUS_TYPE_
0x00420320   23 456          method.__gnu_cxx::__normal_iterator_char__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char______std::__find_if___gnu_cxx::__normal_iterator_char__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char__
0x0043d528    3 28           method.ObbrecLidar.validateChecksum_unsigned_char_const__unsigned_int_
0x004176bc   25 468          method.ai_engine_app.warpRun__
0x00421c9c    1 172          sym.parsePA_LayerHeight_FlowParameters__std::bitset_8u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x00439460   94 1868 -> 1832 method.wsKlipper.demandSensorPressData_int__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____
0x0044ae54   14 368          sym.MergeUVPlane_16
0x004211a0   14 156          method.GCodeParam.getLineEnd__
0x00443210   21 572          sym.I422Scale
0x0044b8cc   15 396          sym.SplitRGBPlane
0x00425f4c    4 192          method.std._Function_handler_bool__char___std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___false__true__false___::_M_invoke_std::_Any_data_const__char_
0x00414150    9 224          method.ai_engine_app.startAppThread__
0x004700a0    1 16           fcn.004700a0
0x00421b9c    1 172          sym.parsePA_Decel_FlowParameters__std::bitset_8u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x0043f738    1 8            sym.std::map_unsigned_char__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____std::less_unsigned_char___std::allocator_std::pair_unsigned_char_const__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_________::map__
0x004513e0    4 104          sym.AR30ToABGRRow_C
0x0042df24    6 120          method.std::vector_char__std::allocator_char___._M_erase___gnu_cxx::__normal_iterator_char__std::vector_char__std::allocator_char_________gnu_cxx::__normal_iterator_char__std::vector_char__std::allocator_char______
0x00451dec    7 528          sym.ARGBToUVRow_C
0x00425794    7 76           method.std::_Function_base::_Base_manager_std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___false__true__false___._M_manager_std::_Any_data__std::_Any_data_const__std::_Manager_operation_
0x00451198    4 68           sym.RAWToRGBARow_C
0x004185e8   76 1792         method.ai_engine_app.cavityCamDirtRun__
0x004121a8    5 84           method.void_std::deque_cv::Mat__std::allocator_cv::Mat___::emplace_back_cv.Mat__cv::Mat_
0x00451b04    3 116          sym.ARGBToAR30Row_C
0x00450938   14 296          sym.ARGBCopyYToAlpha
0x00450c60   17 704          sym.UYVYToNV12
0x00458a84    7 716          sym.NV12ToRGB24Row_C
0x004274c0   10 256          sym._ZNKSt10_HashtableINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_PFiR16FlowEmParametersRSt6bitsetILj3EERS7_E
0x0040ecf4   41 764          method.hs_ai_get_video.captureSleeptime_int_
0x0045bce0    7 160          sym.I422ToYUY2Row_C
0x00451218    4 120          sym.RGB565ToARGBRow_C
0x0044aa40   11 328          sym.SplitUVPlane
0x0044df3c   11 244          sym.ARGBSepia
0x0044c738    9 124          sym.I400Mirror
0x0041aa90   30 1352 -> 896  method.ai_engine_app.flowEMRun__
0x00446288    7 132          sym.ScaleARGBRowDownEven_C
0x00416204   11 584          method.ai_engine_app.stopAppThread__
0x004136a4   16 416          method.ai_engine_app.createFlowPAFile_FlowParameters_
0x004518a0    7 252          sym.ARGBToARGB1555Row_C
0x00451c70    3 80           sym.AB64ToARGBRow_C
0x0040a3c4    8 916          method.hs_ai_get_video.getInstance__
0x0044ab88   13 324          sym.MergeUVPlane
0x0045d530    3 164          sym.__libc_csu_init
0x0040b56c   45 1116         method.wsKlipper.getInstance__
0x0044cc10   17 320          sym.ARGBBlend
0x0044a52c   15 372          sym.I210Copy
0x00411fb4   18 500          method.void_std::deque_cv::Mat__std::allocator_cv::Mat___::_M_push_back_aux_cv.Mat__cv::Mat_
0x0041c7a8   77 2712         method.ai_engine_app.appParserConfig__
0x0040e344   11 168          method.hs_ai_get_video.remap_shared_memory__
0x0042dea8   11 124          method.__gnu_cxx::__normal_iterator_char__std::vector_char__std::allocator_char______std::__unique___gnu_cxx::__normal_iterator_char__std::vector_char__std::allocator_char_________gnu_cxx::__ops._Iter_equal_to_iter____gnu_cxx::__normal_iterator_char__
0x00421318    4 128          sym.parsePA_BedTargetTemp_FlowParameters__std::bitset_8u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x004312ac    5 64           method.void_std::vector_std::pair_char__char___std::allocator_std::pair_char__char_____::emplace_back_std.pair_char__char____std::pair_char__char__
0x00412224    5 196          sym.hs_ipcsem_wait_sem_t__int_
0x004701b0    1 16           fcn.004701b0
0x004707c0    1 16           fcn.004707c0
0x00429124   24 428          method.std::__detail::_Scanner_char_._M_scan_in_bracket__
0x0045bd80    7 160          sym.I422ToUYVYRow_C
0x0045c50c    4 92           sym.GaussRow_C
0x0041e380   30 632          method.ai_engine_app.setAIDetectState_AIDetectState_
0x00442e18   17 508          sym.I444Scale_16
0x00451520    3 64           sym.ARGBToRGBARow_C
0x00451618    7 208          sym.ARGBToRGB565Row_C
0x00428e1c   15 352          sym.void_std::vector_std::pair_long__std::vector_std::__cxx11::sub_match_char_const___std::allocator_std::__cxx11::sub_match_char_const_________std::allocator_std::pair_long__std::vector_std::__cxx11::sub_match_char_const___std::allocator_std::__cxx11::sub_match_char_const___________::emplace_back_long__std::vector_std::__cxx11::sub_match_char_const___std::allocator_std::__cxx11::sub_match_char_const______const__long__std::vector_std::__cxx11::sub_match_char_const___std::allocator_std::__cxx11::sub_match_char_const______const_
0x00420b30    6 196          sym.get_memory_usage__
0x0045af6c    4 104          sym.UYVYToUVRow_C
0x00451b78    4 84           sym.ARGBToAR64Row_C
0x00420bf4   10 360          sym.memory_monitor_void_
0x004429a0   25 636          sym.I420Scale_12
0x00415c34   15 440          method.ai_engine_app.flowCalibDet_std::vector_cv::Mat__std::allocator_cv::Mat____const__float__bool_
0x0040bcec   38 524          sym.ai_engine_app::ai_engine_app__
0x00456828    7 808          sym.P210ToARGBRow_C
0x0042593c    7 76           method.std::_Function_base::_Base_manager_std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___true__true__true___._M_manager_std::_Any_data__std::_Any_data_const__std::_Manager_operation_
0x0040e548   11 304          method.hs_ai_get_video.open_remap_shm__
0x0042582c    3 36           method.std._Function_handler_bool__char___std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___true__false__false___::_M_invoke_std::_Any_data_const__char_
0x00438f7c   13 468          method.wsKlipper.extractStatus_Json::Value_const_
0x00455248    7 888          sym.I210ToARGBRow_C
0x00443688   21 572          sym.I422Scale_12
0x00451154    4 68           sym.RAWToARGBRow_C
0x00451448    4 88           sym.AR30ToAB30Row_C
0x00443ae0   14 412          sym.NV24Scale
0x004123a4    5 164          sym.hs_ipcshm_get_char__unsigned_int__void_
0x004220b4    6 248          method.GCodeParam.init_char_const_
0x0046f9c0    1 16           fcn.0046f9c0
0x0046fb10    1 16           fcn.0046fb10
0x004276c0   31 496          method.std::vector_std::__cxx11::sub_match_char_const___std::allocator_std::__cxx11::sub_match_char_const_____._M_default_append_unsigned_int_
0x0040b424    1 84           method.std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____cv::CommandLineParser::get_std::__cxx11::basic_string_char__std::char_traits_char___std.allocator_char______std::__cxx11::basic_string_char__std::char_traits_char___st
0x00470130    1 16           fcn.00470130
0x00418d84   54 3392 -> 2728 method.ai_engine_app.getPhotoPos_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const__std::vector_cv::Point3__float___std::allocator_cv::Point3__float______
0x00459d18    6 104          sym.MirrorRow_16_C
0x00451d9c    4 80           sym.ARGBToYRow_C
0x0042df9c    5 80           method.std::pair_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____.pair__
0x0044661c    7 672          sym.ScaleARGBFilterCols_C
0x004273c0   10 256          sym._ZNKSt10_HashtableINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_PFiR14FlowParametersRSt6bitsetILj8EERS7_EES
0x00457590    7 808          sym.I422AlphaToARGBRow_C
0x0044aa28    1 24           sym.NV21Copy
0x00453314    4 88           sym.RGB24ToYJRow_C
0x0045057c   15 364          sym.ARGBLumaColorTable
0x0042a288   50 944          method.std::__detail::_Executor_char_const__std::allocator_std::__cxx11::sub_match_char_const_____std::__cxx11::regex_traits_char___false_._M_lookahead_long_
0x004543ac    4 140          sym.ARGBToUV444Row_C
0x00452988    4 88           sym.RAWToYRow_C
0x004293cc   14 180          method.std::__detail::_BracketMatcher_std::__cxx11::regex_traits_char___false__false_._BracketMatcher__
0x00426908    5 124          sym._ZNSt10_HashtableINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_PFiR8GCodePosRSt6bitsetILj4EERS7_EESaISG_ENS
0x00456b50    4 272          sym.P410ToARGBRow_C
0x00459878    7 772          sym.I422ToRGBARow_C
0x00432c5c   81 1776         method.bool_std::__detail::_Compiler_std::__cxx11::regex_traits_char___._M_expression_term_false__true__std::pair_bool__char___std::__detail::_BracketMatcher_std::__cxx11::regex_traits_char___false__true__
0x0041dc50    3 48           method.std::thread::_State_impl_std::thread::_Invoker_std.tuple_void__ai_engine_app::_____ai_engine_app_____::_M_run__
0x0040fd5c    7 1376 -> 228  method.hs_ai_get_video.stateMachine__
0x00411dcc    6 128          method.std::_Deque_base_HS_AI_RESULT_TYPE__std::allocator_HS_AI_RESULT_TYPE___._Deque_base__
0x00452774    7 532          sym.RGB24ToUVRow_C
0x0045250c    7 528          sym.RGBAToUVRow_C
0x00415fe8   25 512          method.ai_engine_app.CV_CommonDetPort_std::vector_cv::Mat__std::allocator_cv::Mat____const__AIMode__int_
0x0040c358   15 248          method.std::_Rb_tree_AIMode__std::pair_AIMode_const__HS_AI_RESULT_TYPE___std::_Select1st_std::pair_AIMode_const__HS_AI_RESULT_TYPE_____std::less_AIMode___std::allocator_std::pair_AIMode_const__HS_AI_RESULT_TYPE_____._M_get_insert_unique_pos_AIMode_const
0x00414230    3 28           method.ai_engine_app.onStateChanged_AI_STATE_
0x0040e728    7 272          method.hs_ai_get_video.openStreaming__
0x0040eff0   11 1116         method.hs_ai_get_video.clearData__
0x0042bafc   13 356          method.std::__cxx11::regex_iterator_char_const__char__std::__cxx11::regex_traits_char___.operator__
0x004257e0    7 76           method.std::_Function_base::_Base_manager_std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___false__true__true___._M_manager_std::_Any_data__std::_Any_data_const__std::_Manager_operation_
0x00453878    4 140          sym.ARGB1555ToYRow_C
0x0041dd0c    1 52           sym.std::thread::_State_impl_std::thread::_Invoker_std::tuple_void__ai_engine_app::_____ai_engine_app_____::_State_impl__
0x0043c710   11 384          method.wsKlipper.extractId_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x004535d8    7 532          sym.RAWToUVJRow_C
0x0040ba5c   17 328          method.void_std::vector_Observer__std::allocator_Observer___._M_realloc_insert_Observer_const____gnu_cxx::__normal_iterator_Observer__std::vector_Observer__std::allocator_Observer_______Observer_const_
0x0042f72c    3 116          method.std::__detail::_Compiler_std::__cxx11::regex_traits_char___._M_expression_term_false__true__std::pair_bool__char___std::__detail::_BracketMatcher_std::__cxx11::regex_traits_char___false__true__::lambda_char_1::operator___char__const
0x0042f84c    3 172          method.std::__detail::_Compiler_std::__cxx11::regex_traits_char___._M_expression_term_true__false__std::pair_bool__char___std::__detail::_BracketMatcher_std::__cxx11::regex_traits_char___true__false__::lambda_char_1::operator___char__const
0x0042a660    7 188          method.std::__detail::_Executor_char_const__std::allocator_std::__cxx11::sub_match_char_const_____std::__cxx11::regex_traits_char___false_._M_rep_once_more_std::__detail::_Executor_char_const__std::allocator_std::__cxx11::sub_match_char_const_____std
0x0043f6c0    7 120          sym.std::_Rb_tree_unsigned_char__std::pair_unsigned_char_const__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_______std::_Select1st_std::pair_unsigned_char_const__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_________std::less_unsigned_char___std::allocator_std::pair_unsigned_char_const__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_________::_M_erase_std::_Rb_tree_node_std::pair_unsigned_char_const__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char________
0x004468bc    8 864          sym.ScaleARGBFilterCols64_C
0x00414a58   53 1116         method.ai_engine_app.waitePrintingRun__
0x0044cb34   11 220          sym.RGB24Mirror
0x00425bc0    1 8            method.std::_Sp_counted_ptr_inplace_std::__detail::_NFA_std::__cxx11::regex_traits_char_____std::allocator_std::__detail::_NFA_std::__cxx11.regex_traits_char__________gnu_cxx::_Lock_policy_2_::_M_destroy__
0x0044e568   12 344          sym.ARGBQuantize
0x0040f96c   39 1008 -> 984  method.hs_ai_get_video.captureImg__
0x00439bac   40 916          method.wsKlipper.demandCurTemperature__
0x00422544   38 1108         method.GCodeParam.initPAMapAndPattern_std::bitset_8u__const__std::unordered_map_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____int____FlowParameters__std::bitset_8u___std::__cxx11::basic_string_char__std::char_traits
0x0040f850   15 284          method.hs_ai_get_video.getImageFromQueue__
0x00451bcc    4 84           sym.ARGBToAB64Row_C
0x00416874   92 2164 -> 2100 method.ai_engine_app.platformForeignThread_std::atomic_bool__
0x0040a0d0    3 64           method.std::unique_ptr_hs_ai_get_video__std::default_delete_hs_ai_get_video___.unique_ptr__
0x00425880    3 36           method.std._Function_handler_bool__char___std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___true__false__true___::_M_invoke_std::_Any_data_const__char_
0x00452c44    7 528          sym.ARGBToUVJRow_C
0x0045a420    6 712          sym.UnpackMT2T_C
0x0041b7bc   21 460          method.ai_engine_app.parseSensorData_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const__std::vector_int__std::allocator_int____
0x004275c0   10 256          sym._ZNKSt10_HashtableINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_PFiR8GCodePosRSt6bitsetILj4EERS7_EESaISG_EN
0x0040e3ec    8 348          method.hs_ai_get_video.get_ai_ctrl__
0x0043883c    9 228          method.wsKlipper.extractId_Json::Value_
0x004707b0    1 16           fcn.004707b0
0x0046fce0    1 16           fcn.0046fce0
0x00470350    1 16           fcn.00470350
0x0044dbf0   13 296          sym.ARGBUnattenuate
0x00426df0   14 176          method.std::__detail::_Executor_char_const__std::allocator_std::__cxx11::sub_match_char_const_____std::__cxx11::regex_traits_char___false_._Executor__
0x00415a1c   15 484          method.ai_engine_app.AI_CommonDetPort_std::vector_cv::Mat__std::allocator_cv::Mat____const__AIMode__bool_
0x00457480    4 272          sym.I444AlphaToARGBRow_C
0x0044bfd0   21 456          sym.YUY2ToI422
0x00458d50    7 716          sym.NV21ToRGB24Row_C
0x0044a80c    9 124          sym.I400ToI400
0x00451378    4 104          sym.AR30ToARGBRow_C
0x0042f6b8    3 116          method.std::__detail::_Compiler_std::__cxx11::regex_traits_char___._M_expression_term_false__false__std::pair_bool__char___std::__detail::_BracketMatcher_std::__cxx11::regex_traits_char___false__false__::lambda_char_1::operator___char__const
0x0045b938    4 184          sym.ARGBAffineRow_C
0x0042c7bc    5 100          method.std::_Rb_tree_long__std::pair_long_const__long___std::_Select1st_std::pair_long_const__long_____std::less_long___std::allocator_std::pair_long_const__long_____._M_erase_std::_Rb_tree_node_std::pair_long_const__long____
0x0042f8f8   15 248          method.std::_Rb_tree_long__std::pair_long_const__long___std::_Select1st_std::pair_long_const__long_____std::less_long___std::allocator_std::pair_long_const__long_____._M_get_insert_unique_pos_long_const_
0x0044d9a0   13 296          sym.ARGBRect
0x00450388   16 416          sym.HalfFloatPlane
0x0045c9a0    3 36           sym.AYUVToYRow_C
0x00425c24    5 152          method.std._Function_handler_bool__char___std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___false__false__false___::_M_invoke_std::_Any_data_const__char_
0x00438540   13 372  -> 336  method.wsKlipper.reconnect__
0x0040df70    7 288          method.hs_ai_get_video.report_result_HS_AI_RESULT_TYPE_
0x0040c450   32 476          method.void_std::_Rb_tree_AIMode__std::pair_AIMode_const__HS_AI_RESULT_TYPE___std::_Select1st_std::pair_AIMode_const__HS_AI_RESULT_TYPE_____std::less_AIMode___std::allocator_std::pair_AIMode_const__HS_AI_RESULT_TYPE_____::_M_assign_unique_std.pair_AIMode
0x004148b0    6 268          method.ai_engine_app.emGcodeParamParse_FlowEmParameters_
0x00430e4c   40 720          method.__gnu_cxx::__normal_iterator_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const__std::vector_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____std::allocator_std::__cxx11::basic_st
0x004224fc    4 72           sym.parseEM_FilamentFlowRatio_FlowEmParameters__std::bitset_3u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x0043111c   25 400          method.void_std::vector_std::pair_char__char___std::allocator_std::pair_char__char_____::_M_realloc_insert_std.pair_char__char______gnu_cxx::__normal_iterator_std::pair_char__char___std::vector_std::pair_char__char___std::allocator_std::pair_char__char_
0x00453d0c    7 916          sym.ARGB1555ToUVRow_C
0x0042e3e8   40 844          method.std::_Function_base::_Base_manager_std::__detail::_BracketMatcher_std::__cxx11::regex_traits_char___false__false___._M_manager_std::_Any_data__std::_Any_data_const__std::_Manager_operation_
0x0044a00c   10 288          sym.Convert8To16Plane
0x00451560    4 60           sym.ARGBToRGB24Row_C
0x0044fa88   18 988          sym.ARGBSobelToPlane
0x00425dfc    3 168          method.std._Function_handler_bool__char___std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___true__true__false___::_M_invoke_std::_Any_data_const__char_
0x004537ec    4 140          sym.RGB565ToYRow_C
0x0040bc08    5 100          method.std::_Rb_tree_AIDetectState__std::pair_AIDetectState_const__bool___std::_Select1st_std::pair_AIDetectState_const__bool_____std::less_AIDetectState___std::allocator_std::pair_AIDetectState_const__bool_____._M_erase_std::_Rb_tree_node_std::pair_AIDe
0x0043847c    4 196          method.wsKlipper.init_connect__
0x0046fef0    1 16           fcn.0046fef0
0x0046f810    1 16           fcn.0046f810
0x00454f44    7 772          sym.I422ToARGBRow_C
0x004438c4   22 540          sym.NV12Scale
0x00457ba4    7 772          sym.I422ToARGB4444Row_C
0x00425850    5 48           method.std::_Function_base::_Base_manager_std::__detail::_AnyMatcher_std::__cxx11::regex_traits_char___true__false__false___._M_manager_std::_Any_data__std::_Any_data_const__std::_Manager_operation_
0x0044f194   13 320          sym.ARGBShuffle
0x0044c360   13 296          sym.YUY2ToY
0x0044c488   13 296          sym.UYVYToY
0x00420d5c    3 184          sym.start_memory_monitor_unsigned_int_
0x00470300    1 16           sym.imp.pthread_create
0x00470220    1 16           fcn.00470220
0x0043270c   11 296          sym.void_std::vector_std::pair_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_______std::allocator_std::pair_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_________::emplace_back_std::pair_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char________std::pair_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char_____std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char______
0x0045336c    7 532          sym.RGB24ToUVJRow_C
0x00429bdc    4 228  -> 160  method.std::__detail::_Executor_char_const__std::allocator_std::__cxx11::sub_match_char_const_____std::__cxx11::regex_traits_char___false_._M_dfs_std::__detail::_Executor_char_const__std::allocator_std::__cxx11::sub_match_char_const_____std::__cxx11:
0x0042169c    1 172          sym.parsePos_YMin_GCodePos__std::bitset_4u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x00413854   16 416          method.ai_engine_app.createFlowEmFile_FlowEmParameters_
0x00450f20    9 484          sym.HalfMergeUVPlane
0x00425b2c    1 44           method.std._Function_handler_bool__char___std::__detail::_BracketMatcher_std::__cxx11::regex_traits_char___false__true___::_M_invoke_std::_Any_data_const__char_
0x0044c938   14 288          sym.NV12Mirror
0x0043d4d8    1 80           sym.get_current_time_ms__
0x00421a9c    1 172          sym.parsePA_Accel_FlowParameters__std::bitset_8u___std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const_
0x0041d7f8   47 1068         method.ai_engine_app.init_std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const__std::__cxx11::basic_string_char__std::char_traits_char___std::allocator_char____const__std::__cxx11::basic_string_char__std::char_traits_ch
0x00453104    7 528          sym.RGBAToUVJRow_C
0x00419adc   21 4020 -> 556  method.ai_engine_app.flowPARun__
0x00425bc8    6 92           method.std::_Sp_counted_ptr_inplace_std::__detail::_NFA_std::__cxx11::regex_traits_char_____std::allocator_std::__detail::_NFA_std::__cxx11.regex_traits_char__________gnu_cxx::_Lock_policy_2_::_M_get_deleter_std::type_info_const_
0x0042aef8   26 564          method.std::__detail::_Executor_char_const__std::allocator_std::__cxx11::sub_match_char_const_____std::__cxx11::regex_traits_char___true_._M_handle_backref_std::__detail::_Executor_char_const__std::allocator_std::__cxx11::sub_match_char_const_____std
0x00453904    4 120          sym.ARGB4444ToYRow_C
0x0040c73c   32 476          method.void_std::_Rb_tree_AIDetectState__std::pair_AIDetectState_const__bool___std::_Select1st_std::pair_AIDetectState_const__bool_____std::less_AIDetectState___std::allocator_std::pair_AIDetectState_const__bool_____::_M_assign_unique_std.pair_AIDetectSt
0x0043abf4   77 1872         method.wsKlipper.moveCode_float__float__float_
0x0043ca78    1 52           sym.std::thread::_State_impl_std::thread::_Invoker_std::tuple_void__wsKlipper::_____wsKlipper_____::_State_impl__
0x00420adc    1 24           sym.stop_cpu_monitor__
